CD14,CD209,CD16,HLA-DR-DQ-DP,CD4,MPO,CD3,SMA,CD11c,CD68,CD8,CD138,CD45,CD21,CD20,CD163,CD206,CD31,hCluster_cap
-0.735169977517565,-0.372504022417043,-0.256341821946707,-0.717525148312468,0.00585663448095115,-0.290226671392846,0.65336259248383,-0.344458994092966,-0.546149619967024,-0.362856965460745,-0.676027667517463,-0.254097096664847,-1.12014218326567,-0.460455050741261,-0.537950692701414,-0.350410022856019,-0.288979077073193,-0.480256818419471,1
-0.70968296048495,-0.363931693518141,-0.25606071338881,-0.570211991288325,2.61586479254387,-0.289738329545117,3.09608430974488,-0.32983733055751,-0.485346456720037,-0.359087291580751,0.296578483768828,-0.253000173383268,0.978805385368271,-0.450121496659771,-0.498357578964296,-0.345280866997698,-0.287448367886028,-0.430861297893574,2
-0.699334712238873,-0.370325174609995,-0.253957995647516,-0.804687634929164,-1.20698960473979,-0.286918783003822,-0.88254365252321,-0.332510844315538,-0.52538361598798,-0.349275955178899,-0.312755724695923,-0.246307154365054,-1.03925487633895,-0.459565196438106,-0.51080663030238,-0.34659516584502,-0.288818804181369,3.80757750364478,3
-0.691442085885961,-0.36049342658221,-0.251712968239024,-0.415254749224243,-0.0740491840391565,-0.288201721718927,-0.0553050598680918,-0.33795997511526,-0.45951304177334,-0.358291989697911,-0.523626703940386,-0.251784192801937,0.467884096027158,-0.341515398293983,-0.0313422896839526,-0.349433953349828,-0.288494249670169,-0.450166730890013,4
-0.506412158051672,-0.328720325057932,-0.255658222133627,2.54891299620844,1.6839240983604,-0.274207706356764,1.03825387457569,-0.111133377124935,0.025768122920418,-0.308579040718127,-0.0371159047671049,-0.247846259151647,-0.00578231603347143,-0.443296324334966,-0.513569682129429,-0.337482592371364,-0.257233685222622,-0.451759734367998,5
-0.366837837700492,-0.345811309718969,-0.254105474793973,-0.203813329715247,-0.59473567370338,-0.273666230189555,-0.878437784920502,-0.32159859970949,0.369027014896611,3.90674669990888,-0.547908438977487,-0.250358239591554,-0.884361213163635,-0.225653659791046,-0.334597841679962,-0.317333842338278,-0.27863399258164,-0.404346504699167,6
-0.682871831148285,-0.359136251160152,-0.255150484627663,-0.511369683007772,-0.793157675942134,-0.288254784090879,1.06627453385808,-0.323420493020854,-0.442893179458142,-0.358224516605227,3.6227874618057,-0.250941497080786,0.445551721521886,-0.341772288952285,-0.290731622513512,-0.346551335049544,-0.287766483446119,-0.320304578222224,7
-0.56509631771622,-0.362479824998565,-0.223244560675573,0.206011320757622,-1.08884571434065,-0.284795260881195,-0.975238466288239,-0.342059851252341,-0.466023435107734,-0.357003461709582,-0.727839723240512,-0.247176867447418,0.0133506259763287,-0.00930235100225399,0.560253973450751,-0.344686594770529,-0.288168811161894,-0.487299307218279,8
0.175745079506581,1.1166379928101,-0.25030603314149,-0.359740154064123,0.238048837410236,-0.254218620468426,-0.338433580228461,-0.231273178281426,-0.0413929259884638,-0.246354759771956,-0.0481629061560727,-0.251057927154529,0.0322484304387829,-0.282864035244453,-0.134204293306104,-0.240313709122689,-0.0894891748169028,-0.186737219045399,9
-0.586628367484399,-0.217718981220717,-0.243209574660533,-0.369745697471535,-0.493831999198455,-0.245626242561686,-0.346936617242767,3.95931520946932,-0.377705940207949,-0.315254177201756,-0.325028387873618,-0.244809298254485,-0.661987616089057,-0.404390308567605,-0.42229026289167,-0.29496682749174,-0.203859233666782,-0.0570096228226132,10
